"Project","Category","FileName","Type","SizeKB","LastModified","FullPath"
"12SB Hunters Landing","Maker's Line\Draw 14","HL draw # 1 1-5-24.pdf",".pdf","3535.2","2024-01-08 14:23","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\12SB - Hunter's Landing\Construction\Draws\Maker's Line\Draw 14\HL draw # 1 1-5-24.pdf"
"12SB Hunters Landing","Maker's Line\Draw 14","Proof of Payment - Insurance - $49,944.09.jpg",".jpg","41.9","2024-01-08 14:28","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\12SB - Hunter's Landing\Construction\Draws\Maker's Line\Draw 14\Proof of Payment - Insurance - $49,944.09.jpg"
"12SB Hunters Landing","Maker's Line\Draw 14\Old","22-10004 - Hunter's Landing 703.xlsx",".xlsx","24.1","2023-11-13 11:37","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\12SB - Hunter's Landing\Construction\Draws\Maker's Line\Draw 14\Old\22-10004 - Hunter's Landing 703.xlsx"
"12SB Hunters Landing","Maker's Line\Draw 14\Old","Hunters_Landing_DRAW_REQUEST_14.pdf",".pdf","203.3","2023-10-23 13:32","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\12SB - Hunter's Landing\Construction\Draws\Maker's Line\Draw 14\Old\Hunters_Landing_DRAW_REQUEST_14.pdf"
"12SB Hunters Landing","Maker's Line\Draw 14\Old","22-10004 - Hunter's Landing.pdf",".pdf","67.5","2023-10-26 16:09","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\12SB - Hunter's Landing\Construction\Draws\Maker's Line\Draw 14\Old\22-10004 - Hunter's Landing.pdf"
"12SB Hunters Landing","Maker's Line\Draw 14\Old","22-10004 - Hunter's Landing 703 Page 1.pdf",".pdf","535.5","2023-11-01 10:26","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\12SB - Hunter's Landing\Construction\Draws\Maker's Line\Draw 14\Old\22-10004 - Hunter's Landing 703 Page 1.pdf"
"12SB Hunters Landing","Maker's Line\Draw 14\Old","22-10004 - Hunter's Landing 703 Page 2.pdf",".pdf","639","2023-11-01 10:27","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\12SB - Hunter's Landing\Construction\Draws\Maker's Line\Draw 14\Old\22-10004 - Hunter's Landing 703 Page 2.pdf"
"12SB Hunters Landing","Maker's Line\Draw 14\Old","Hunters Landing 703.pdf",".pdf","1174.1","2023-11-01 10:29","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\12SB - Hunter's Landing\Construction\Draws\Maker's Line\Draw 14\Old\Hunters Landing 703.pdf"
"12SB Hunters Landing","Maker's Line\Draw 14\Old","HL Draw Request (14) 102523 (1).xlsx",".xlsx","26.1","2023-11-01 13:19","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\12SB - Hunter's Landing\Construction\Draws\Maker's Line\Draw 14\Old\HL Draw Request (14) 102523 (1).xlsx"
"12SB Hunters Landing","Maker's Line\Draw 14\Old","U First Draw Request - 14 (1).pdf",".pdf","297.4","2023-11-01 13:20","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\12SB - Hunter's Landing\Construction\Draws\Maker's Line\Draw 14\Old\U First Draw Request - 14 (1).pdf"
"12SB Hunters Landing","Maker's Line\Draw 14\Old","Forge Invoice.pdf",".pdf","635.7","2023-11-03 10:35","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\12SB - Hunter's Landing\Construction\Draws\Maker's Line\Draw 14\Old\Forge Invoice.pdf"
"12SB Hunters Landing","Maker's Line\Draw 14\Old","Hunter's Landing Pay App #14.pdf",".pdf","1235.8","2023-11-13 12:07","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\12SB - Hunter's Landing\Construction\Draws\Maker's Line\Draw 14\Old\Hunter's Landing Pay App #14.pdf"
"12SB Hunters Landing","Maker's Line\Draw 14\Old","U First Draw Request - 14.pdf",".pdf","297","2024-01-08 14:22","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\12SB - Hunter's Landing\Construction\Draws\Maker's Line\Draw 14\Old\U First Draw Request - 14.pdf"
"12SB Hunters Landing","Maker's Line\Draw 14\Old","Hunters Landing Pay App 14 816,151.82_09.25.23R1.pdf",".pdf","28878.2","2024-05-16 15:06","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\12SB - Hunter's Landing\Construction\Draws\Maker's Line\Draw 14\Old\Hunters Landing Pay App 14 816,151.82_09.25.23R1.pdf"
"12SB Hunters Landing","Maker's Line\Draw 09","Hunters Landing_Pay App 09_$787,456.65_11.25.22 (2) (2).pdf",".pdf","19066.5","2024-05-16 15:12","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\12SB - Hunter's Landing\Construction\Draws\Maker's Line\Draw 09\Hunters Landing_Pay App 09_$787,456.65_11.25.22 (2) (2).pdf"
"12SB Hunters Landing","Maker's Line\Draw 09","Hunters Landing DRAW REQUEST 09 (1).pdf",".pdf","82.9","2024-05-16 15:13","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\12SB - Hunter's Landing\Construction\Draws\Maker's Line\Draw 09\Hunters Landing DRAW REQUEST 09 (1).pdf"
"12SB Hunters Landing","Maker's Line\Draw 08","Hunters_Landing_DRAW_REQUEST_08 (1).pdf",".pdf","203.6","2022-11-14 15:04","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\12SB - Hunter's Landing\Construction\Draws\Maker's Line\Draw 08\Hunters_Landing_DRAW_REQUEST_08 (1).pdf"
"12SB Hunters Landing","Maker's Line\Draw 08","Hunters_Landing_Pay_App_08_$741,868.43_10.25.22 (2).pdf",".pdf","27610.8","2022-11-14 15:05","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\12SB - Hunter's Landing\Construction\Draws\Maker's Line\Draw 08\Hunters_Landing_Pay_App_08_$741,868.43_10.25.22 (2).pdf"
"12SB Hunters Landing","Maker's Line\Draw 12","Hunters Landing Pay App 12_1,044,398.60_02.25.23 (1) (1).pdf.lnk",".lnk","0","2024-05-16 15:14","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\12SB - Hunter's Landing\Construction\Draws\Maker's Line\Draw 12\Hunters Landing Pay App 12_1,044,398.60_02.25.23 (1) (1).pdf.lnk"
"HLN (Hunter's Landing North)","(root)","Document Filler.txt",".txt","0","2022-03-22 09:43","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Document Filler.txt"
"HLN (Hunter's Landing North)","(root)","Arixa Draw Submission - Hunter's Landing North.xlsx",".xlsx","69.7","2025-12-01 14:30","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Arixa Draw Submission - Hunter's Landing North.xlsx"
"HLN (Hunter's Landing North)","[OLD]","Hunter's Landing North Continuation Sheet.gsheet",".gsheet","0.2","2025-05-08 13:11","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\[OLD]\Hunter's Landing North Continuation Sheet.gsheet"
"HLN (Hunter's Landing North)","[OLD]","Hunter's Landing North Continuation Sheet.xlsx",".xlsx","146.9","2024-11-04 14:04","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\[OLD]\Hunter's Landing North Continuation Sheet.xlsx"
"HLN (Hunter's Landing North)","Draw 19","Hunters Landing North Draw #18 (3-11-26).pdf",".pdf","19832.5","2026-03-12 12:47","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 19\Hunters Landing North Draw #18 (3-11-26).pdf"
"HLN (Hunter's Landing North)","Draw 19","Arixa Draw 16 CM Fee & Summary - HLN.gdoc",".gdoc","0.2","2026-03-17 16:48","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 19\Arixa Draw 16 CM Fee & Summary - HLN.gdoc"
"HLN (Hunter's Landing North)","Draw 19","Arixa Draw 16 Consolidated - HLN (Signed).pdf",".pdf","19875.1","2026-03-17 17:01","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 19\Arixa Draw 16 Consolidated - HLN (Signed).pdf"
"HLN (Hunter's Landing North)","Draw 19","Arixa SOV - 1075 Century Drive - Ready for Draw 16-FINAL.xlsx",".xlsx","88.4","2026-04-27 09:12","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 19\Arixa SOV - 1075 Century Drive - Ready for Draw 16-FINAL.xlsx"
"HLN (Hunter's Landing North)","Draw 19\Archive","Hunters Landing North Draw #18 (3-6-26).pdf",".pdf","19973.7","2026-03-06 12:44","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 19\Archive\Hunters Landing North Draw #18 (3-6-26).pdf"
"HLN (Hunter's Landing North)","Draw 19\Archive","Hunters Landing North Draw #18 (3-10-26).pdf",".pdf","19527.1","2026-03-10 14:17","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 19\Archive\Hunters Landing North Draw #18 (3-10-26).pdf"
"HLN (Hunter's Landing North)","Draw 18","Arixa SOV - 1075 Century Drive - Ready for Draw 15.xlsx",".xlsx","88.3","2026-02-10 17:11","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 18\Arixa SOV - 1075 Century Drive - Ready for Draw 15.xlsx"
"HLN (Hunter's Landing North)","Draw 18","HLN contract sum owed draw.pdf",".pdf","84.3","2026-02-10 17:09","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 18\HLN contract sum owed draw.pdf"
"HLN (Hunter's Landing North)","Draw 18","HLN contract sum owed draw.xlsx",".xlsx","135.7","2026-02-10 17:03","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 18\HLN contract sum owed draw.xlsx"
"HLN (Hunter's Landing North)","Draw 18","Arixa Draw 15 CM Fee & Summary - HLN.gdoc",".gdoc","0.2","2026-02-10 17:06","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 18\Arixa Draw 15 CM Fee & Summary - HLN.gdoc"
"HLN (Hunter's Landing North)","Draw 18","Arixa Draw 15 Consolidated - HLN (Signed).pdf",".pdf","158.1","2026-02-11 12:44","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 18\Arixa Draw 15 Consolidated - HLN (Signed).pdf"
"HLN (Hunter's Landing North)","Draw 17","Arixa SOV - 1075 Century Drive - Ready for Draw 14.xlsx",".xlsx","88.4","2026-01-30 10:27","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 17\Arixa SOV - 1075 Century Drive - Ready for Draw 14.xlsx"
"HLN (Hunter's Landing North)","Draw 17","Arixa Draw 14 Consolidated - HLN (Signed).pdf",".pdf","9595.7","2026-01-30 12:44","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 17\Arixa Draw 14 Consolidated - HLN (Signed).pdf"
"HLN (Hunter's Landing North)","Draw 17","Arixa Draw 14 CM Fee & Summary - HLN.gdoc",".gdoc","0.2","2026-01-27 10:41","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 17\Arixa Draw 14 CM Fee & Summary - HLN.gdoc"
"HLN (Hunter's Landing North)","Draw 17","Hunter's Landing North Draw #17 (1-27-26).pdf",".pdf","9540.2","2026-01-27 10:33","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 17\Hunter's Landing North Draw #17 (1-27-26).pdf"
"HLN (Hunter's Landing North)","Draw 17","HLN Contingency Tracker.gsheet",".gsheet","0.2","2026-05-06 14:40","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 17\HLN Contingency Tracker.gsheet"
"HLN (Hunter's Landing North)","Draw 17","Hunter's Landing North Draw #16 Unconditionals.pdf",".pdf","2677.2","2026-02-05 15:55","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 17\Hunter's Landing North Draw #16 Unconditionals.pdf"
"HLN (Hunter's Landing North)","Draw 17\Archive","Hunter's Landing North Draw #17 (1-14-25).pdf",".pdf","9367.6","2026-01-20 14:13","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 17\Archive\Hunter's Landing North Draw #17 (1-14-25).pdf"
"HLN (Hunter's Landing North)","Draw 17\Archive","Hunter's Landing North Draw #17 (1-25-26).pdf",".pdf","9633","2026-01-26 10:10","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 17\Archive\Hunter's Landing North Draw #17 (1-25-26).pdf"
"HLN (Hunter's Landing North)","Draw 05","Hunters Landing North Draw #5 (12-17-24).pdf",".pdf","2592.1","2024-12-18 16:47","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 05\Hunters Landing North Draw #5 (12-17-24).pdf"
"HLN (Hunter's Landing North)","Draw 05","Draw 05 - Arixa Draw Submission - Hunter's Landing North.xlsx.xlsx",".xlsx","65.6","2024-12-17 17:16","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 05\Draw 05 - Arixa Draw Submission - Hunter's Landing North.xlsx.xlsx"
"HLN (Hunter's Landing North)","Draw 05","Draw 05 CM Fee & Summary - HLN.gdoc",".gdoc","0.2","2024-12-17 17:17","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 05\Draw 05 CM Fee & Summary - HLN.gdoc"
"HLN (Hunter's Landing North)","Draw 05","Draw 05 CM Fee & Summary - HLN.pdf",".pdf","50.4","2024-12-18 16:44","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 05\Draw 05 CM Fee & Summary - HLN.pdf"
"HLN (Hunter's Landing North)","Draw 05\[OLD]","[OLD] Hunters Landing North Draw #5 (12-5-24).pdf",".pdf","2626","2024-12-18 16:47","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 05\[OLD]\[OLD] Hunters Landing North Draw #5 (12-5-24).pdf"
"HLN (Hunter's Landing North)","Draw 06","Hunters Landing North Draw #6 (1-24-25).pdf",".pdf","9362.8","2025-01-31 16:20","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 06\Hunters Landing North Draw #6 (1-24-25).pdf"
"HLN (Hunter's Landing North)","Draw 06","Arixa Draw 03 CM Fee & Summary - HLN (Signed).pdf",".pdf","146.9","2025-01-31 16:21","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 06\Arixa Draw 03 CM Fee & Summary - HLN (Signed).pdf"
"HLN (Hunter's Landing North)","Draw 06","Arixa Draw 03 - Arixa Draw Submission - Hunter's Landing North.xlsx",".xlsx","65.8","2025-01-31 16:21","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 06\Arixa Draw 03 - Arixa Draw Submission - Hunter's Landing North.xlsx"
"HLN (Hunter's Landing North)","Draw 06","Arixa Draw 03 CM Fee & Summary - HLN.gdoc",".gdoc","0.2","2025-01-31 16:21","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 06\Arixa Draw 03 CM Fee & Summary - HLN.gdoc"
"HLN (Hunter's Landing North)","Draw 06","Arixa Draw 03 CM Fee & Summary - HLN.pdf",".pdf","56.4","2025-01-31 16:22","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 06\Arixa Draw 03 CM Fee & Summary - HLN.pdf"
"HLN (Hunter's Landing North)","Draw 06\[OLD]","[OLD] Hunters Landing North Draw #6 (1-9-24).pdf",".pdf","6125.8","2025-01-31 16:20","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 06\[OLD]\[OLD] Hunters Landing North Draw #6 (1-9-24).pdf"
"HLN (Hunter's Landing North)","Draw 06\[OLD]","[OLD] Hunters Landing North Draw #6 (1-9-24) - ZC Notes.pdf",".pdf","6108.9","2025-01-31 16:21","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 06\[OLD]\[OLD] Hunters Landing North Draw #6 (1-9-24) - ZC Notes.pdf"
"HLN (Hunter's Landing North)","Draw 07","Hunter's Landing North Draw 7 (2-27-25).pdf",".pdf","10084.3","2025-02-28 11:05","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 07\Hunter's Landing North Draw 7 (2-27-25).pdf"
"HLN (Hunter's Landing North)","Draw 07","Arixa Draw 04 - Arixa Draw Submission - Hunter's Landing North.xlsx",".xlsx","66","2025-03-03 11:23","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 07\Arixa Draw 04 - Arixa Draw Submission - Hunter's Landing North.xlsx"
"HLN (Hunter's Landing North)","Draw 07","Arixa Draw 04 CM Fee & Summary - HLN (Signed).pdf",".pdf","91","2025-03-03 13:45","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 07\Arixa Draw 04 CM Fee & Summary - HLN (Signed).pdf"
"HLN (Hunter's Landing North)","Draw 07\Archive","Hunter's Landing North Draw 7 (2-19-25).pdf",".pdf","7685","2025-02-21 11:10","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 07\Archive\Hunter's Landing North Draw 7 (2-19-25).pdf"
"HLN (Hunter's Landing North)","Draw 07\Archive","Arixa Draw 04 CM Fee & Summary - HLN.gdoc",".gdoc","0.2","2025-03-03 11:23","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 07\Archive\Arixa Draw 04 CM Fee & Summary - HLN.gdoc"
"HLN (Hunter's Landing North)","Draw 07\Archive","Hunter's Landing North Draw 7 (2-19-25) (1).gdoc",".gdoc","0.2","2025-05-01 15:06","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 07\Archive\Hunter's Landing North Draw 7 (2-19-25) (1).gdoc"
"HLN (Hunter's Landing North)","Draw 07\Archive","Hunter's Landing North Draw 7 (2-19-25).gdoc",".gdoc","0.2","2025-05-01 15:06","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 07\Archive\Hunter's Landing North Draw 7 (2-19-25).gdoc"
"HLN (Hunter's Landing North)","Draw 03","8-28-2024 Executed Draw #3 Hunter's Landing North (version 2).pdf",".pdf","5575.3","2024-09-12 12:33","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 03\8-28-2024 Executed Draw #3 Hunter's Landing North (version 2).pdf"
"HLN (Hunter's Landing North)","Draw 02","HLN draw # 2.pdf",".pdf","1505","2024-09-12 12:32","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 02\HLN draw # 2.pdf"
"HLN (Hunter's Landing North)","Draw 01","HLN notarized draw 1.pdf",".pdf","742.1","2024-09-12 12:31","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 01\HLN notarized draw 1.pdf"
"HLN (Hunter's Landing North)","Draw 01","HLN DRAW # 1 7-9-24.pdf",".pdf","6648.2","2024-07-11 17:00","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 01\HLN DRAW # 1 7-9-24.pdf"
"HLN (Hunter's Landing North)","Draw 01","G702-G703 HLN pay-app # 1.xlsx",".xlsx","119.4","2025-09-16 14:21","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 01\G702-G703 HLN pay-app # 1.xlsx"
"HLN (Hunter's Landing North)","Draw 04","Hunter's Landing North - Pay App 4 (11-27).pdf",".pdf","5190.2","2024-11-27 15:05","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 04\Hunter's Landing North - Pay App 4 (11-27).pdf"
"HLN (Hunter's Landing North)","Draw 04","Draw 04 - Arixa Draw Submission - Hunter's Landing North.xlsx.xlsx",".xlsx","65.5","2024-11-27 15:06","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 04\Draw 04 - Arixa Draw Submission - Hunter's Landing North.xlsx.xlsx"
"HLN (Hunter's Landing North)","Draw 04","Draw 04 CM Fee & Summary - HLN.gdoc",".gdoc","0.2","2024-11-27 15:33","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 04\Draw 04 CM Fee & Summary - HLN.gdoc"
