"Project","Category","FileName","Type","SizeKB","LastModified","FullPath"
"HLN (Hunter's Landing North)","Draw 04","Draw 04 CM Fee & Summary - HLN.pdf",".pdf","49.9","2024-11-27 15:33","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 04\Draw 04 CM Fee & Summary - HLN.pdf"
"HLN (Hunter's Landing North)","Draw 04\Archive","Hunter's Landing North - Pay App 4 (11-14).pdf",".pdf","3720.6","2024-11-18 11:44","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 04\Archive\Hunter's Landing North - Pay App 4 (11-14).pdf"
"HLN (Hunter's Landing North)","Draw 04\Archive","Arixa SOV -- 1075 Century Drive (For Borrower Approval 10.02.24).xlsx",".xlsx","64.9","2024-11-20 16:50","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 04\Archive\Arixa SOV -- 1075 Century Drive (For Borrower Approval 10.02.24).xlsx"
"HLN (Hunter's Landing North)","Draw 04\Archive","Hunter's Landing North - Pay App 4 (11-19).pdf",".pdf","5233","2024-11-19 11:59","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 04\Archive\Hunter's Landing North - Pay App 4 (11-19).pdf"
"HLN (Hunter's Landing North)","Draw 08","Hunter's Landing North Draw 8 (4-7-25).pdf",".pdf","4820.5","2025-04-08 10:07","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 08\Hunter's Landing North Draw 8 (4-7-25).pdf"
"HLN (Hunter's Landing North)","Draw 08","Arixa Draw 05 CM Fee & Summary - HLN.gdoc",".gdoc","0.2","2025-04-10 09:18","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 08\Arixa Draw 05 CM Fee & Summary - HLN.gdoc"
"HLN (Hunter's Landing North)","Draw 08","Arixa Draw 05 CM Fee & Summary - HLN (Signed).pdf",".pdf","91.9","2025-04-10 10:21","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 08\Arixa Draw 05 CM Fee & Summary - HLN (Signed).pdf"
"HLN (Hunter's Landing North)","Draw 08","Arixa Draw 05 - Arixa Draw Submission - Hunter's Landing North.xlsx",".xlsx","67.3","2025-04-10 15:02","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 08\Arixa Draw 05 - Arixa Draw Submission - Hunter's Landing North.xlsx"
"HLN (Hunter's Landing North)","Draw 08\Archive","Hunter's Landing North Draw 8 (3-27-25).pdf",".pdf","5197.2","2025-04-07 13:13","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 08\Archive\Hunter's Landing North Draw 8 (3-27-25).pdf"
"HLN (Hunter's Landing North)","Draw 09","Arixa Draw 06 - Arixa Draw Submission - Hunter's Landing North.xlsx",".xlsx","67.1","2025-05-06 16:13","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 09\Arixa Draw 06 - Arixa Draw Submission - Hunter's Landing North.xlsx"
"HLN (Hunter's Landing North)","Draw 09","Arixa Draw 06 CM Fee & Summary - HLN.gdoc",".gdoc","0.2","2025-05-06 16:17","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 09\Arixa Draw 06 CM Fee & Summary - HLN.gdoc"
"HLN (Hunter's Landing North)","Draw 09","Arixa Draw 06 Consolidated - HLN (Signed).pdf",".pdf","5000.3","2025-05-09 11:33","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 09\Arixa Draw 06 Consolidated - HLN (Signed).pdf"
"HLN (Hunter's Landing North)","Draw 09\[OLD]","Hunter's Landing North Draw #9 (5-5-25).pdf",".pdf","4958.3","2025-05-06 16:05","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 09\[OLD]\Hunter's Landing North Draw #9 (5-5-25).pdf"
"HLN (Hunter's Landing North)","Draw 09\[OLD]","Hunter's Landing North Draw #9 (5-2-25).pdf",".pdf","5242.8","2025-05-02 14:00","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 09\[OLD]\Hunter's Landing North Draw #9 (5-2-25).pdf"
"HLN (Hunter's Landing North)","Draw 09\[OLD]","Arixa Draw 06 Consolidated - HLN.pdf",".pdf","4963.9","2025-05-06 16:19","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 09\[OLD]\Arixa Draw 06 Consolidated - HLN.pdf"
"HLN (Hunter's Landing North)","Draw 10","Hunter's Landing North Draw #10 (6-3-25).pdf",".pdf","13953.7","2025-06-09 12:03","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 10\Hunter's Landing North Draw #10 (6-3-25).pdf"
"HLN (Hunter's Landing North)","Draw 10","Arixa Draw 07 - Arixa Draw Submission - Hunter's Landing North.xlsx",".xlsx","67.6","2025-06-09 12:56","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 10\Arixa Draw 07 - Arixa Draw Submission - Hunter's Landing North.xlsx"
"HLN (Hunter's Landing North)","Draw 10","Arixa Draw 07 CM Fee & Summary - HLN.gdoc",".gdoc","0.2","2025-06-09 14:46","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 10\Arixa Draw 07 CM Fee & Summary - HLN.gdoc"
"HLN (Hunter's Landing North)","Draw 10","Arixa Draw 07 Consolidated - HLN (Signed).pdf",".pdf","13892.2","2025-06-09 17:48","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 10\Arixa Draw 07 Consolidated - HLN (Signed).pdf"
"HLN (Hunter's Landing North)","Draw 10\Archive","Hunter's Landing North Draw #10 (5-20-25).pdf",".pdf","9667","2025-05-22 10:35","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 10\Archive\Hunter's Landing North Draw #10 (5-20-25).pdf"
"HLN (Hunter's Landing North)","Draw 11","Hunters Landing North Draw #11 (7-9-25) (1).pdf",".pdf","29555.8","2025-07-16 17:17","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 11\Hunters Landing North Draw #11 (7-9-25) (1).pdf"
"HLN (Hunter's Landing North)","Draw 11","Hunters Landing North Draw #11 (7-9-25).pdf",".pdf","29555.8","2025-07-09 10:38","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 11\Hunters Landing North Draw #11 (7-9-25).pdf"
"HLN (Hunter's Landing North)","Draw 11","Arixa Draw 08 CM Fee & Summary - HLN.gdoc",".gdoc","0.2","2025-07-11 14:50","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 11\Arixa Draw 08 CM Fee & Summary - HLN.gdoc"
"HLN (Hunter's Landing North)","Draw 11","Arixa Draw 08 Consolidated - HLN (Signed).pdf",".pdf","29559.9","2025-07-11 15:35","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 11\Arixa Draw 08 Consolidated - HLN (Signed).pdf"
"HLN (Hunter's Landing North)","Draw 11","Arixa Draw 08 - Arixa Draw Submission - Hunter's Landing North.xlsx",".xlsx","75.5","2025-07-11 16:07","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 11\Arixa Draw 08 - Arixa Draw Submission - Hunter's Landing North.xlsx"
"HLN (Hunter's Landing North)","Draw 12","Arixa Draw 09 CM Fee & Summary - HLN.gdoc",".gdoc","0.2","2025-08-15 09:56","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 12\Arixa Draw 09 CM Fee & Summary - HLN.gdoc"
"HLN (Hunter's Landing North)","Draw 12","Arixa Draw 09 - Arixa Draw Submission - Hunter's Landing North.xlsx",".xlsx","68.5","2025-08-15 09:58","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 12\Arixa Draw 09 - Arixa Draw Submission - Hunter's Landing North.xlsx"
"HLN (Hunter's Landing North)","Draw 12","Hunter's Landing North Draw #12 (8-13-25) ver 2.pdf",".pdf","7556.3","2025-08-15 10:02","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 12\Hunter's Landing North Draw #12 (8-13-25) ver 2.pdf"
"HLN (Hunter's Landing North)","Draw 12","Arixa Draw 09 Consolidated - HLN (Signed).pdf",".pdf","7582.7","2025-08-21 15:23","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 12\Arixa Draw 09 Consolidated - HLN (Signed).pdf"
"HLN (Hunter's Landing North)","Draw 12\[OLD]","Arixa Draw 09 CM Fee & Summary - HLN.pdf",".pdf","59.9","2025-08-15 09:57","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 12\[OLD]\Arixa Draw 09 CM Fee & Summary - HLN.pdf"
"HLN (Hunter's Landing North)","Draw 12\[OLD]","Arixa Draw 09 Consolidated - HLN.pdf",".pdf","7546.8","2025-08-15 10:11","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 12\[OLD]\Arixa Draw 09 Consolidated - HLN.pdf"
"HLN (Hunter's Landing North)","Draw 12\[OLD]","Hunter's Landing North Draw #12 (8-5-25).pdf",".pdf","8974.4","2025-08-07 13:11","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 12\[OLD]\Hunter's Landing North Draw #12 (8-5-25).pdf"
"HLN (Hunter's Landing North)","Historical Draws","11 - Hunters Landing North Draw #11 (7-9-25) (1).pdf",".pdf","29555.8","2025-07-16 17:17","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Historical Draws\11 - Hunters Landing North Draw #11 (7-9-25) (1).pdf"
"HLN (Hunter's Landing North)","Historical Draws","06 - Hunters Landing North Draw #6 (1-24-25).pdf",".pdf","9362.8","2025-01-31 16:20","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Historical Draws\06 - Hunters Landing North Draw #6 (1-24-25).pdf"
"HLN (Hunter's Landing North)","Historical Draws","05 - Hunters Landing North Draw #5 (12-17-24).pdf",".pdf","2592.1","2024-12-18 16:47","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Historical Draws\05 - Hunters Landing North Draw #5 (12-17-24).pdf"
"HLN (Hunter's Landing North)","Historical Draws","08 - Hunter's Landing North Draw 8 (4-7-25).pdf",".pdf","4820.5","2025-04-08 10:07","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Historical Draws\08 - Hunter's Landing North Draw 8 (4-7-25).pdf"
"HLN (Hunter's Landing North)","Historical Draws","07 - Hunter's Landing North Draw 7 (2-27-25).pdf",".pdf","10084.3","2025-02-28 11:05","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Historical Draws\07 - Hunter's Landing North Draw 7 (2-27-25).pdf"
"HLN (Hunter's Landing North)","Historical Draws","12 - Hunter's Landing North Draw #12 (8-13-25) ver 2.pdf",".pdf","7556.3","2025-08-15 10:02","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Historical Draws\12 - Hunter's Landing North Draw #12 (8-13-25) ver 2.pdf"
"HLN (Hunter's Landing North)","Historical Draws","10 - Hunter's Landing North Draw #10 (6-3-25).pdf",".pdf","13953.7","2025-06-09 12:03","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Historical Draws\10 - Hunter's Landing North Draw #10 (6-3-25).pdf"
"HLN (Hunter's Landing North)","Historical Draws","09 - Hunter's Landing North Draw #9 (5-5-25).pdf",".pdf","4958.3","2025-05-06 16:05","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Historical Draws\09 - Hunter's Landing North Draw #9 (5-5-25).pdf"
"HLN (Hunter's Landing North)","Historical Draws","04 - Hunter's Landing North - Pay App 4 (11-27).pdf",".pdf","5190.2","2024-11-27 15:05","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Historical Draws\04 - Hunter's Landing North - Pay App 4 (11-27).pdf"
"HLN (Hunter's Landing North)","Historical Draws","01 - HLN notarized draw 1.pdf",".pdf","742.1","2024-09-12 12:31","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Historical Draws\01 - HLN notarized draw 1.pdf"
"HLN (Hunter's Landing North)","Historical Draws","02 - HLN draw # 2.pdf",".pdf","1505","2024-09-12 12:32","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Historical Draws\02 - HLN draw # 2.pdf"
"HLN (Hunter's Landing North)","Historical Draws","03 - 8-28-2024 Executed Draw #3 Hunter's Landing North (version 2).pdf",".pdf","5575.3","2024-09-12 12:33","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Historical Draws\03 - 8-28-2024 Executed Draw #3 Hunter's Landing North (version 2).pdf"
"HLN (Hunter's Landing North)","Draw 13","Hunter's Landing North Draw #13 (9-5-25).pdf",".pdf","12137","2025-09-05 16:33","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 13\Hunter's Landing North Draw #13 (9-5-25).pdf"
"HLN (Hunter's Landing North)","Draw 13","Hunter's Landing North Draw #13 (9-18-25).pdf",".pdf","12001.3","2025-09-18 16:18","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 13\Hunter's Landing North Draw #13 (9-18-25).pdf"
"HLN (Hunter's Landing North)","Draw 13","Arixa Draw 10 - Arixa Draw Submission - Hunter's Landing North.xlsx",".xlsx","68.8","2025-09-22 13:03","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 13\Arixa Draw 10 - Arixa Draw Submission - Hunter's Landing North.xlsx"
"HLN (Hunter's Landing North)","Draw 13","Arixa Draw 10 CM Fee & Summary - HLN.gdoc",".gdoc","0.2","2025-09-22 13:06","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 13\Arixa Draw 10 CM Fee & Summary - HLN.gdoc"
"HLN (Hunter's Landing North)","Draw 13","Arixa Draw 10 CM Fee & Summary - HLN.pdf",".pdf","59.6","2025-09-22 13:07","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 13\Arixa Draw 10 CM Fee & Summary - HLN.pdf"
"HLN (Hunter's Landing North)","Draw 13","Arixa Draw 10 Consolidated - HLN (Signed).pdf",".pdf","11452.9","2025-09-22 13:27","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 13\Arixa Draw 10 Consolidated - HLN (Signed).pdf"
"HLN (Hunter's Landing North)","Draw 13","IMG_8146.jpeg",".jpeg","3155.1","2025-09-26 12:24","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 13\IMG_8146.jpeg"
"HLN (Hunter's Landing North)","Draw 13","IMG_8147.jpeg",".jpeg","2845.4","2025-09-26 12:24","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 13\IMG_8147.jpeg"
"HLN (Hunter's Landing North)","Draw 13","IMG_8148.jpeg",".jpeg","6554.9","2025-09-26 12:24","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 13\IMG_8148.jpeg"
"HLN (Hunter's Landing North)","Draw 13","IMG_8149.jpeg",".jpeg","5686.4","2025-09-26 12:24","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 13\IMG_8149.jpeg"
"HLN (Hunter's Landing North)","Draw 13","Rich Development Inc, 1263 W 1700 S, Syracuse, UT, 84075.pdf",".pdf","143.7","2025-09-26 12:24","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 13\Rich Development Inc, 1263 W 1700 S, Syracuse, UT, 84075.pdf"
"HLN (Hunter's Landing North)","Draw 14","Preview attachment HLN ContingencyHLN ContingencyShared in Drive.url",".url","0.1","2025-10-10 12:28","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 14\Preview attachment HLN ContingencyHLN ContingencyShared in Drive.url"
"HLN (Hunter's Landing North)","Draw 14","Arixa Draw 11 - Arixa Draw Submission - Hunter's Landing North.xlsx",".xlsx","69.3","2025-10-27 16:28","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 14\Arixa Draw 11 - Arixa Draw Submission - Hunter's Landing North.xlsx"
"HLN (Hunter's Landing North)","Draw 14","Arixa Draw 11 CM Fee & Summary - HLN.gdoc",".gdoc","0.2","2025-10-27 16:29","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 14\Arixa Draw 11 CM Fee & Summary - HLN.gdoc"
"HLN (Hunter's Landing North)","Draw 14","Arixa Draw 11 CM Fee & Summary - HLN.pdf",".pdf","59.5","2025-10-27 16:29","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 14\Arixa Draw 11 CM Fee & Summary - HLN.pdf"
"HLN (Hunter's Landing North)","Draw 14","Hunters Landing North Draw #14 (10-23-25) V2.pdf",".pdf","14308.2","2025-10-27 16:29","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 14\Hunters Landing North Draw #14 (10-23-25) V2.pdf"
"HLN (Hunter's Landing North)","Draw 14","Arixa Draw 11 Consolidated - HLN (Signed).pdf",".pdf","14390.2","2025-10-29 12:30","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 14\Arixa Draw 11 Consolidated - HLN (Signed).pdf"
"HLN (Hunter's Landing North)","Draw 14\[OLD]","Arixa Draw 11 Consolidated - HLN.pdf",".pdf","14345.9","2025-10-27 16:32","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 14\[OLD]\Arixa Draw 11 Consolidated - HLN.pdf"
"HLN (Hunter's Landing North)","Draw 14\[OLD]","Hunters Landing North Draw #14 (10-8-25).pdf",".pdf","16915.3","2025-10-10 12:28","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 14\[OLD]\Hunters Landing North Draw #14 (10-8-25).pdf"
"HLN (Hunter's Landing North)","Draw 15","Hunter's Landing North Draw #15 (11-19-25) V2.pdf",".pdf","19348.4","2025-12-01 14:29","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 15\Hunter's Landing North Draw #15 (11-19-25) V2.pdf"
"HLN (Hunter's Landing North)","Draw 15","Arixa Draw 12 CM Fee & Summary - HLN.gdoc",".gdoc","0.2","2025-12-01 14:34","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 15\Arixa Draw 12 CM Fee & Summary - HLN.gdoc"
"HLN (Hunter's Landing North)","Draw 15","Arixa Draw 12 Consolidated - HLN (Signed).pdf",".pdf","19261.8","2025-12-01 16:55","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 15\Arixa Draw 12 Consolidated - HLN (Signed).pdf"
"HLN (Hunter's Landing North)","Draw 15","Arixa Draw 12 - Arixa Draw Submission - Hunter's Landing North.xlsx",".xlsx","69.4","2025-12-22 10:23","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 15\Arixa Draw 12 - Arixa Draw Submission - Hunter's Landing North.xlsx"
"HLN (Hunter's Landing North)","Draw 15","HLN Draw #15 Unconditionals.pdf",".pdf","6806.4","2026-01-07 13:58","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 15\HLN Draw #15 Unconditionals.pdf"
"HLN (Hunter's Landing North)","Draw 15\[OLD]","[OLD] Hunter's Landing North Draw #15 (11-5-25).pdf",".pdf","12259.3","2025-11-25 09:52","I:\.shortcut-targets-by-id\1fkt3Xe3wDSNU3-8StUP8qu7ATEJkGMI0\Summa Terra Ventures Company Folder\Projects\Utah\Hunter's Landing - North\Construction\Draws\Draw 15\[OLD]\[OLD] Hunter's Landing North Draw #15 (11-5-25).pdf"
